fecha,num_boletin,semaforo,biomasa_caribe_mexicano_ton,biomasa_caribe_central_ton,biomasa_caribe_oriental_ton,biomasa_atlantico_central_ton,num_conglomerados,conglomerado_cozumel,corriente_xcalak_nudos,corriente_xcalak_dir,corriente_mahahual_nudos,corriente_mahahual_dir,corriente_tulum_nudos,corriente_tulum_dir,corriente_playa_carmen_nudos,corriente_playa_carmen_dir,corriente_puerto_morelos_nudos,corriente_puerto_morelos_dir,corriente_cancun_nudos,corriente_cancun_dir,viento_norte_nudos,viento_norte_dir,viento_sur_nudos,viento_sur_dir,archivo
2025-09-08,1185,MODERADO,,,,,6,SI,,,,,,,,,,,,,2-6,sureste,6-10,este,SARGAZO_1185_08_SEPTIEMBRE_2025.pdf
2025-09-09,1186,MODERADO,35994,11591,160965,59689,7,SI,,,,,,,,,,,,,4-7,sureste,8-9,este,SARGAZO_1186_09_SEPTIEMBRE_2025.pdf
2025-09-10,1187,MODERADO,34729,10039,160175,58110,7,SI,,,,,,,,,,,,,9-13,sureste,11-15,este,SARGAZO_1187_10_SEPTIEMBRE_2025.pdf
2025-09-11,1188,MODERADO,31337,13914,166241,57730,1,SI,0.4,norte,0.7,norte,0.5,norte,1.8,noreste,1.9,noreste,,,3-6,sureste,8-13,este,SARGAZO_1188_11_SEPTIEMBRE_2025.pdf
2025-09-12,1189,MODERADO,25952,7602,152376,52580,4,SI,0.3,norte,0.6,norte,0.3,norte,1.8,noreste,1.7,noreste,,,3-4,noreste,4-6,este,SARGAZO_1189_12_SEPTIEMBRE_2025.pdf
2025-09-13,1190,MODERADO,21179,10421,142040,57341,4,NO,0.1,norte,0.6,norte,0.2,norte,1.8,noreste,1.7,noreste,0.3,noreste,1-6,este,4-8,noreste,SARGAZO_1190_13_SEPTIEMBRE_2025.pdf
2025-09-14,1191,MODERADO,19440,14224,146409,50457,4,SI,0.1,sureste,0.6,norte,0.3,norte,1.8,noreste,1.7,noreste,0.3,noreste,3-5,norte,6-9,noreste,SARGAZO_1191_14_SEPTIEMBRE_2025.pdf
2025-09-15,1192,MODERADO,18499,15465,146338,51507,8,SI,0.4,norte,0.7,norte,0.2,norte,1.7,noreste,1.6,noreste,,,3-6,este,6-7,este,SARGAZO_1192_15_SEPTIEMBRE_2025.pdf
2025-09-16,1193,MODERADO,12578,7602,139976,54879,1,SI,0.4,norte,0.7,norte,0.5,norte,1.6,noreste,1.6,noreste,,,6-11,este,9-12,este,SARGAZO_1193_16_SEPTIEMBRE_2025.pdf
2025-09-17,1194,MODERADO,9808,14598,121416,52538,1,SI,0.3,norte,0.7,norte,0.5,norte,1.5,noreste,1.5,noreste,,,5-9,este,7-9,este,SARGAZO_1194_17_SEPTIEMBRE_2025.pdf
2025-09-18,1195,MODERADO,6429,12848,107403,51439,1,SI,0.1,noroeste,0.8,norte,0.2,norte,,,1.7,noreste,0.8,norte,4-5,este,6-7,este,SARGAZO_1195_18_SEPTIEMBRE_2025.pdf
2025-09-19,1196,BAJO,6657,17111,100367,50393,1,SI,0.1,noroeste,0.7,norte,0.3,norte,,,1.5,noreste,0.7,norte,4-6,este,3-6,este,SARGAZO_1196_19_SEPTIEMBRE_2025.pdf
2025-09-20,1197,BAJO,4718,7012,99476,46323,1,SI,0.3,noroeste,0.8,norte,0.4,norte,,,1.5,noreste,0.9,norte,3-6,este,5-7,este,SARGAZO_1197_20_SEPTIEMBRE_2025.pdf
2025-09-21,1198,BAJO,3763,21084,103388,42800,2,NO,0.4,noroeste,0.8,norte,0.5,norte,,,1.7,noreste,0.8,norte,4-7,este,7-8,este,SARGAZO_1198_21_SEPTIEMBRE_2025.pdf
2025-09-22,1199,BAJO,3036,18987,104484,39764,4,NO,0.1,noroeste,0.8,norte,0.3,norte,,,1.9,noreste,0.5,norte,6-9,este,6-8,este,SARGAZO_1199_22_SEPTIEMBRE_2025.pdf
2025-09-23,1200,BAJO,2139,18746,99573,32045,1,SI,0.3,norte,0.9,norte,0.4,norte,1.9,noreste,1.6,noreste,0.5,norte,5-6,sureste,8-12,este,SARGAZO_1200_23_SEPTIEMBRE_2025.pdf
2025-09-24,1201,BAJO,2081,18958,95502,29260,1,SI,0.3,noroeste,0.8,norte,0.5,norte,,,1.6,noreste,0.6,norte,5-7,este,7-10,este,SARGAZO_1201_24_SEPTIEMBRE_2025.pdf
2025-09-25,1202,BAJO,2303,19317,93227,26072,2,NO,0.3,oeste,0.7,norte,0.3,norte,1.7,noreste,1.6,noreste,0.6,norte,5-7,este,7-9,este,SARGAZO_1202_25_SEPTIEMBRE_2025.pdf
2025-09-26,1203,BAJO,2422,19174,91932,24670,2,NO,0.1,oeste,0.7,norte,0.3,norte,1.9,noreste,1.9,noreste,0.5,norte,5-6,este,4--6,este,SARGAZO_1203_26_SEPTIEMBRE_2025.pdf
2025-09-27,1204,BAJO,2636,18881,81915,26962,3,NO,0.3,noreste,0.7,norte,0.4,noreste,2,noreste,1.8,noreste,0.2,norte,3-4,este,,,SARGAZO_1204_27_SEPTIEMBRE_2025.pdf
2025-09-28,1205,BAJO,2502,19002,76830,26628,3,NO,0.2,oeste,0.7,norte,0.4,norte,2.1,noreste,1.7,noreste,0.2,noroeste,4-6,norte,5-7,este,SARGAZO_1205_28_SEPTIEMBRE_2025.pdf
2025-09-29,1206,BAJO,2457,20662,62051,23816,3,NO,0.3,sureste,0.6,norte,0.3,norte,2,noreste,2,noreste,0.2,sureste,1-4,este,1-5,este,SARGAZO_1206_29_SEPTIEMBRE_2025.pdf
2025-09-30,1207,BAJO,2377,21663,61925,24267,3,NO,0.5,sureste,0.8,norte,0.4,norte,1.8,noreste,1.6,noreste,0.5,sureste,4-5,este,3-5,este,SARGAZO_1207_30_SEPTIEMBRE_2025.pdf
2025-10-01,1208,BAJO,2304,22298,63406,25101,5,NO,0.2,noreste,0.7,norte,0.5,norte,2.0,noreste,2.0,noreste,0.4,noreste,2-4,este,1-4,sureste,SARGAZO_1208_01_OCTUBRE_2025.pdf
2025-10-03,1210,BAJO,1671,17241,55992,25887,6,NO,0.2,noroeste,0.6,norte,0.5,norte,,,1.7,noreste,0.5,norte,5-10,noreste,5-8,este,SARGAZO_1210_03_OCTUBRE_2025.pdf
2025-10-06,1213,BAJO,909,8384,49394,22484,4,NO,0.4,noreste,0.7,norte,0.7,norte,1.7,noreste,1.5,noreste,0.9,norte,12-17,este,13-19,este,SARGAZO_1213_06_OCTUBRE_2025.pdf
2025-10-07,1214,BAJO,485,9693,46904,21255,3,NO,0.2,noreste,0.7,norte,0.4,norte,1.7,noreste,1.9,noreste,0.9,norte,9-12,este,12-15,este,SARGAZO_1214_07_OCTUBRE_2025.pdf
2025-10-08,1215,BAJO,396,7154,42923,21255,3,NO,0.5,noreste,0.5,norte,0.4,norte,1.7,noreste,1.7,noreste,0.9,norte,5-7,este,8-13,este,SARGAZO_1215_08_OCTUBRE_2025.pdf
2025-10-09,1216,BAJO,326,5864,40372,16336,3,NO,0.1,oeste,0.2,norte,0.5,norte,1.8,noreste,1.7,noreste,0.8,norte,3-6,este,2-7,este,SARGAZO_1216_09_OCTUBRE_2025.pdf
2025-10-10,1217,BAJO,316,5305,35333,13875,3,NO,0.3,sureste,0.2,noreste,0.4,norte,,,1.7,noreste,0.3,noreste,10-7,norte,7-6,noroeste,SARGAZO_1217_10_OCTUBRE_2025.pdf
2025-10-11,1218,BAJO,279,4924,32293,12004,2,NO,0.1,oeste,0.1,suroeste,0.5,norte,,,2.0,noreste,0.4,norte,8-11,norte,2-7,este,SARGAZO_1218_11_OCTUBRE_2025.pdf
2025-10-12,1219,BAJO,165,4803,30897,10433,1,NO,0.3,oeste,0.1,suroeste,0.3,norte,,,1.9,noreste,0.2,norte,4-6,norte,1-4,este,SARGAZO_1219_12_OCTUBRE_2025.pdf
2025-10-13,1220,BAJO,157,4437,27434,6420,1,NO,0.2,sureste,0.1,norte,0.2,norte,1.9,noreste,1.6,noreste,0.2,sur,4-8,norte,2-8,norte,SARGAZO_1220_13_OCTUBRE_2025.pdf
2025-10-14,1221,BAJO,154,4140,23735,5444,1,NO,0.3,sur,0.1,este,0.3,norte,,,1.3,noreste,0.3,suroeste,11-15,noreste,4-7,norte,SARGAZO_1221_14_OCTUBRE_2025.pdf
2025-10-16,1223,BAJO,157,3957,23342,6569,1,NO,0.2,sur,0.2,sur,0.2,norte,,,1.4,noreste,0.2,norte,5-6,noroeste,5-6,norte,SARGAZO_1223_16_OCTUBRE_2025.pdf
2025-10-17,1224,BAJO,85,3957,20254,6422,0,NO,0.1,sur,0.1,noreste,0.3,norte,1.7,noreste,1.5,noreste,0.5,norte,5-7,noroeste,7-9,norte,SARGAZO_1224_17_OCTUBRE_2025.pdf
2025-10-18,1225,BAJO,79,4282,18333,6403,0,NO,0.1,oeste,0.2,norte,0.4,norte,1.8,norte,1.6,noreste,0.8,norte,7-12,noroeste,1-4,norte,SARGAZO_1225_18_OCTUBRE_2025.pdf
2025-10-19,1226,BAJO,100,3870,16722,5962,0,NO,0.2,sur,0.1,norte,0.4,norte,,,1.5,noreste,0.6,norte,3-1,este,1-4,este,SARGAZO_1226_19_OCTUBRE_2025.pdf
2025-10-20,1227,BAJO,92,3902,15399,6157,0,NO,0.2,sur,0.2,norte,0.3,norte,,,1.5,noreste,0.9,norte,7-9,este,6-8,este,SARGAZO_1227_20_OCTUBRE_2025.pdf
2025-10-21,1228,BAJO,118,3600,14349,6203,5,NO,0.2,suroeste,0.2,norte,0.3,norte,,,1.6,noreste,0.9,norte,4-7,este,2-7,este,SARGAZO_1228_21_OCTUBRE_2025.pdf
2025-10-22,1229,BAJO,135,3135,13078,4898,5,NO,0.2,sur,0.1,norte,0.3,norte,,,1.5,noreste,0.8,norte,9-11,este,5-12,este,SARGAZO_1229_22_OCTUBRE_2025.pdf
2025-10-23,1230,BAJO,144,2270,12182,5833,4,NO,0.4,suroeste,0.1,noroeste,0.2,norte,,,1.4,noreste,0.8,norte,10-15,este,16-18,este,SARGAZO_1230_23_OCTUBRE_2025.pdf
2025-10-24,1231,BAJO,134,1004,10297,6470,4,NO,0.4,suroeste,0.2,norte,0.1,norte,,,1.2,noreste,0.9,norte,15-17,norte,13-16,noreste,SARGAZO_1231_24_OCTUBRE_2025.pdf
2025-10-25,1232,BAJO,114,403,5520,6702,4,NO,0.1,sur,0.3,norte,0.2,norte,,,0.9,noreste,0.9,norte,8-11,noreste,5-7,noreste,SARGAZO_1232_25_OCTUBRE_2025.pdf
2025-10-26,1233,BAJO,112,203,4108,7058,4,NO,0.1,oeste,0.4,norte,0.2,norte,0.9,norte,0.9,noreste,0.8,norte,4-11,norte,6-10,noreste,SARGAZO_1233_26_OCTUBRE_2025.pdf
2025-10-27,1234,BAJO,122,202,4108,7516,5,NO,7.0,noroeste,5.0,norte,5.0,norte,6.0,norte,9.0,norte,10,norte,6-11,norte,5-11,norte,SARGAZO_1234_27_OCTUBRE_2025.pdf
2025-10-28,1235,BAJO,44,142,1018,7513,1,NO,0.1,noreste,0.4,norte,0.2,noreste,0.8,noreste,0.8,noreste,0.3,norte,8-12,norte,7-14,norte,SARGAZO_1235_28_OCTUBRE_2025.pdf
2025-10-29,1236,BAJO,21,44,1533,7223,0,NO,0.1,este,0.6,norte,0.2,noreste,0.9,noreste,0.8,noreste,0.3,noreste,10-16,norte,8-15,norte,SARGAZO_1236_29_OCTUBRE_2025.pdf
2025-10-30,1237,BAJO,20,42,1748,5382,2,NO,0.1,norte,0.7,norte,0.2,norte,0.9,noreste,0.8,noreste,0.5,sureste,15-16,noreste,13-15,norte,SARGAZO_1237_30_OCTUBRE_2025.pdf
2025-10-31,1238,BAJO,17,154,2134,5828,2,NO,0.2,norte,0.7,norte,0.1,norte,0.8,noreste,0.6,noreste,0.3,noreste,,,10-9,norte,SARGAZO_1238_31_OCTUBRE_2025.pdf
2025-11-01,1239,BAJO,17,162,2424,6587,2,NO,0.2,norte,0.7,norte,0.1,noroeste,1.1,noreste,1.1,noreste,0.4,noreste,,,8-11,este,SARGAZO_1239_01_NOVIEMBRE_2025.pdf
2025-11-02,1240,BAJO,16,163,2420,6580,1,NO,0.2,norte,0.6,norte,0.1,noroeste,1.0,noreste,1.0,noreste,0.3,noreste,11-12,norte,9-11,noreste,SARGAZO_1240_02_NOVIEMBRE_2025.pdf
2025-11-03,1241,BAJO,21,236,2325,9890,1,NO,0.1,norte,0.8,norte,0.1,norte,1.0,noreste,0.9,norte,0.2,noroeste,3-9,noroeste,6-12,noreste,SARGAZO_1241_03_NOVIEMBRE_2025.pdf
2025-11-04,1242,BAJO,17,237,2840,10680,2,NO,0.1,norte,,,0.1,sureste,0.1,oeste,0.1,norte,0.1,noroeste,,,11-6,norte,SARGAZO_1242_04_NOVIEMBRE_2025.pdf
2025-11-05,1243,BAJO,15,198,3271,12084,0,NO,0.5,norte,0.8,norte,0.2,norte,1.1,noreste,1.1,noreste,0.8,noroeste,,,,,SARGAZO_1243_05_NOVIEMBRE_2025.pdf
2025-11-06,1244,BAJO,37,186,3249,12070,0,NO,0.2,norte,0.7,norte,0.3,norte,1.4,norte,1.2,noreste,0.7,norte,3-8,sureste,3-4,sureste,SARGAZO_1244_06_NOVIEMBRE_2025.pdf
2025-11-07,1245,BAJO,39,128,3175,11553,0,NO,0.4,norte,0.7,norte,0.4,norte,1.2,noreste,1.2,noreste,0.6,noreste,,,,,SARGAZO_1245_07_NOVIEMBRE_2025.pdf
2025-11-08,1246,BAJO,36,119,2771,11604,0,NO,0.1,sureste,0.7,norte,0.4,norte,1.3,norte,1.2,noreste,0.6,norte,,,,,SARGAZO_1246_08_NOVIEMBRE_2025.pdf
2025-11-09,1247,BAJO,37,75,2826,9747,0,NO,0.1,este,0.1,sur,0.1,este,0.1,oeste,0.1,oeste,0.1,oeste,,,,,SARGAZO_1247_09_NOVIEMBRE_2025.pdf
2025-11-10,1248,BAJO,21,78,2861,13210,0,NO,0.1,noroeste,0.5,norte,0.1,norte,0.6,noreste,0.6,noreste,0.2,sur,,,,,SARGAZO_1248_10_NOVIEMBRE_2025.pdf
2025-11-11,1249,BAJO,46,73,2751,12522,6,NO,0.2,suroeste,0.2,sur,0.3,oeste,0.2,oeste,0.3,sur,0.3,oeste,17-22,norte,21-28,norte,SARGAZO_1249_11_NOVIEMBRE_2025.pdf
2025-11-12,1250,BAJO,42,75,2372,15278,7,NO,0.4,suroeste,0.1,norte,0.0,noroeste,0.5,norte,0.5,noreste,0.4,norte,,,,,SARGAZO_1250_12_NOVIEMBRE_2025.pdf
2025-11-13,1251,BAJO,33,50,2192,16873,9,NO,0.3,noreste,0.6,norte,0.1,oeste,0.9,noreste,0.9,noreste,0.4,norte,,,,,SARGAZO_1251_13_NOVIEMBRE_2025.pdf
2025-11-14,1252,BAJO,33,41,2420,19202,7,NO,0.3,noreste,0.8,norte,0.0,oeste,0.9,norte,0.7,noreste,0.1,norte,13-17,noreste,13-18,noreste,SARGAZO_1252_14_NOVIEMBRE_2025.pdf
2025-11-16,1254,BAJO,46,49,4316,19530,8,NO,0.2,noreste,0.8,norte,0.2,norte,0.9,norte,0.8,norte,0.4,norte,,,,,SARGAZO_1254_16_NOVIEMBRE_2025.pdf
2025-11-17,1255,BAJO,55,102,4600,21000,1,NO,0.2,norte,0.9,norte,0.2,noroeste,0.9,noreste,0.7,noreste,0.4,norte,,,8-12,este,SARGAZO_1255_17_NOVIEMBRE_2025.pdf
2025-11-18,1256,BAJO,50,97,4994,22554,1,NO,0.4,norte,0.8,norte,0.2,oeste,0.8,norte,0.8,noreste,0.9,norte,8-10,noreste,10-12,este,SARGAZO_1256_18_NOVIEMBRE_2025.pdf
2025-11-19,1257,BAJO,34,84,5006,22134,1,NO,0.3,norte,0.6,norte,0.2,oeste,0.9,norte,0.8,norte,0.9,norte,,,11-13,este,SARGAZO_1257_19_NOVIEMBRE_2025.pdf
2025-11-20,1258,BAJO,2923,8697,514,25996,1,NO,0.3,noroeste,0.2,noroeste,0.2,norte,,,1.1,noreste,0.6,norte,9-13,noreste,10-13,este,SARGAZO_1258_20_NOVIEMBRE_2025.pdf
2025-11-21,1259,BAJO,26,111,5656,27069,1,NO,0.4,norte,0.9,norte,0.2,norte,1.3,noreste,1.1,noreste,0.8,norte,10-13,este,10-15,este,SARGAZO_1259_21_NOVIEMBRE_2025.pdf
2025-11-22,1260,BAJO,27,156,5763,29614,0,NO,0.4,noroeste,0.7,norte,0.3,norte,,,1.3,noroeste,0.6,norte,7-12,noroeste,10-13,noroeste,SARGAZO_1260_22_NOVIEMBRE_2025.pdf
2025-11-23,1261,BAJO,25,267,5270,31584,0,NO,0.1,noroeste,0.5,norte,0.3,norte,,,1.6,noroeste,0.8,norte,10-12,noroeste,11-14,noroeste,SARGAZO_1261_23_NOVIEMBRE_2025.pdf
2025-11-25,1263,BAJO,3,228,5270,38418,0,NO,0.5,norte,0.6,norte,0.6,norte,1.7,norte,1.5,norte,1.0,norte,,,13-15,este,SARGAZO_1263_25_NOVIEMBRE_2025.pdf
2025-11-26,1264,BAJO,6,250,5259,38408,0,NO,0.5,norte,0.6,norte,0.6,norte,1.7,norte,1.5,norte,1.0,norte,11-14,este,13-15,este,SARGAZO_1264_26_NOVIEMBRE_2025.pdf
2025-11-27,1265,BAJO,12,239,2069,37650,0,NO,0.1,norte,0.6,norte,0.4,norte,1.7,norte,1.1,noreste,0.7,norte,8-10,este,6-11,noreste,SARGAZO_1265_27_NOVIEMBRE_2025.pdf
2025-11-28,1266,BAJO,95,219,2010,37689,0,NO,0.1,norte,0.5,norte,0.4,norte,1.6,norte,1.2,noreste,0.7,norte,10-12,este,8-13,noreste,SARGAZO_1266_28_NOVIEMBRE_2025.pdf
2025-11-29,1267,BAJO,86,459,4308,36771,0,NO,0.2,norte,0.2,norte,0.2,norte,1.3,norte,1.1,noreste,0.9,norte,09-12,este,11-13,noreste,SARGAZO_1267_29_NOVIEMBRE_2025.pdf
2025-11-30,1268,BAJO,73,403,4242,34886,0,NO,0.3,norte,0.3,norte,0.4,norte,1.3,norte,1.0,noreste,1.0,norte,8-11,este,10-12,noreste,SARGAZO_1268_30_NOVIEMBRE_2025.pdf
2025-12-01,1269,BAJO,13,428,4275,42617,3,NO,0.1,sur,0.5,norte,0.4,norte,,,1.3,noreste,1.5,norte,4-8,noreste,7-10,norte,SARGAZO_1269_01_DICIEMBRE_2025.pdf
2025-12-02,1270,BAJO,23,971,4582,41966,3,NO,0.1,norte,0.5,norte,0.4,norte,1.4,noreste,1.2,noreste,0.8,norte,3-5,noreste,3-5,norte,SARGAZO_1270_02_DICIEMBRE_2025.pdf
2025-12-03,1271,BAJO,34,1157,4887,39106,3,NO,0.3,norte,0.5,norte,0.5,norte,1.3,noreste,1.0,noreste,1.0,norte,4-6,este,4-5,noreste,SARGAZO_1271_03_DICIEMBRE_2025.pdf
2025-12-04,1272,BAJO,31,1421,5284,37725,1,NO,0.2,noroeste,0.7,norte,0.3,norte,,,13,noreste,1.0,norte,9-12,sureste,10-13,este,SARGAZO_1272_04_DICIEMBRE_2025.pdf
2025-12-05,1273,BAJO,29,1790,5521,37920,1,NO,0.1,noroeste,0.6,norte,0.2,noreste,1.3,norte,1.2,noreste,0.9,norte,,,,,SARGAZO_1273_05_DICIEMBRE_2025.pdf
2025-12-06,1274,BAJO,26,1947,5707,39748,1,NO,0.1,noroeste,0.5,norte,0.3,noreste,1.3,norte,1.1,noreste,0.8,norte,5-7,este,3-8,este,SARGAZO_1274_06_DICIEMBRE_2025.pdf
2025-12-07,1275,BAJO,26,1835,6083,46747,1,NO,0.3,norte,0.6,norte,0.2,norte,1.3,norte,1.1,noreste,0.7,norte,10-14,suroeste,11-16,este,SARGAZO_1275_07_DICIEMBRE_2025.pdf
2025-12-08,1276,BAJO,29,1901,6080,50500,1,NO,0.3,noreste,0.4,norte,0.2,norte,1.1,noreste,1.1,noreste,0.6,norte,04-10,este,04-07,este,SARGAZO_1276_08_DICIEMBRE_2025.pdf
2025-12-10,1278,BAJO,13,1808,6895,53987,0,NO,0.1,oeste,0.2,norte,0.2,norte,1.0,noreste,0.9,noreste,0.7,norte,02-05,noroeste,03-07,norte,SARGAZO_1278_10_DICIEMBRE_2025.pdf
2025-12-11,1279,BAJO,14,2008,7030,56637,0,NO,0.1,sur,0.3,norte,0.1,norte,0.8,norte,0.8,noreste,0.4,norte,08-10,norte,04-07,norte,SARGAZO_1279_11_DICIEMBRE_2025.pdf
2025-12-12,1280,BAJO,29,1953,8811,61019,0,NO,0.1,noreste,0.3,norte,0.1,noreste,0.9,norte,0.8,noreste,0.5,norte,09-11,norte,07-10,norte,SARGAZO_1280_12_DICIEMBRE_2025.pdf
2025-12-13,1281,BAJO,45,2060,8737,60898,0,NO,0.3,noreste,0.3,norte,0.3,norte,1.1,norte,0.9,noreste,0.5,norte,,,,,SARGAZO_1281_13_DICIEMBRE_2025.pdf
2025-12-14,1282,BAJO,43,2234,8467,61496,0,NO,0.2,suroeste,0.2,norte,0.2,norte,1.1,noreste,1.0,noreste,0.5,norte,,,,,SARGAZO_1282_14_DICIEMBRE_2025.pdf
2025-12-16,1284,BAJO,42,2331,8852,49447,0,NO,0.2,suroeste,0.1,noroeste,0.1,norte,,,0.8,noreste,0.3,noroeste,10-15,noreste,10-12,norte,SARGAZO_1284_16_DICIEMBRE_2025.pdf
2025-12-17,1285,BAJO,42,2237,8751,52629,0,NO,0.2,suroeste,0.2,norte,0.3,norte,,,1.2,noreste,0.7,norte,3-8,noreste,5-9,norte,SARGAZO_1285_17_DICIEMBRE_2025.pdf
2025-12-18,1286,BAJO,116,8639,3027,60359,0,NO,0.1,este,0.4,norte,0.6,norte,,,1.3,noreste,0.8,norte,3-4,noreste,4-8,sureste,SARGAZO_1286_18_DICIEMBRE_2025.pdf
2025-12-19,1287,BAJO,174,4192,8182,65096,0,NO,0.1,noreste,0.4,norte,0.3,norte,1.2,noreste,1.1,noreste,0.5,norte,5-9,este,6-10,este,SARGAZO_1287_19_DICIEMBRE_2025.pdf
2025-12-20,1288,BAJO,390,4797,2486,28270,0,NO,0.2,oeste,0.1,norte,0.2,norte,1.3,noreste,0.7,norte,0.5,norte,,,,,SARGAZO_1288_20_DICIEMBRE_2025.pdf
2025-12-21,1289,BAJO,376,7166,9198,81302,0,NO,0.1,oeste,0.4,norte,0.2,noroeste,1.0,norte,1.0,noreste,0.4,norte,10-15,noreste,8-15,este,SARGAZO_1289_21_DICIEMBRE_2025.pdf
2025-12-22,1290,BAJO,409,7406,9538,93810,0,NO,0.2,oeste,0.3,norte,0.1,norte,1.0,noroeste,0.8,noreste,0.4,noroeste,14-18,noreste,13-16,noreste,SARGAZO_1290_22_DICIEMBRE_2025.pdf
2025-12-23,1291,BAJO,569,7494,9549,101103,1,NO,,,0.3,noroeste,0.2,noroeste,1,norte,0.8,noreste,0.9,noroeste,9-14,noreste,10-12,noreste,SARGAZO_1291_23_DICIEMBRE_2025.pdf
2025-12-24,1292,BAJO,728,8005,9651,123062,1,NO,0.2,noroeste,0.2,norte,0.2,norte,1.1,norte,1,noreste,0.9,este,,,,,SARGAZO_1292_24_DICIEMBRE_2025.pdf
2025-12-25,1293,BAJO,736,8463,10520,128582,1,NO,0.3,suroeste,0.2,noroeste,0.2,norte,1.3,noreste,1.3,noreste,0.4,norte,,,,,SARGAZO_1293_25_DICIEMBRE_2025.pdf
2025-12-26,1294,BAJO,73,617,8446,103862,1,NO,0.2,norte,0.4,norte,0.4,norte,1.4,norte,1.0,noreste,0.5,norte,,,,,SARGAZO_1294_26_DICIEMBRE_2025.pdf
2025-12-27,1295,BAJO,938,3593,13465,146785,4,NO,0.3,norte,0.6,norte,0.4,norte,1.3,norte,1.1,noreste,0.6,norte,,,,,SARGAZO_1295_27_DICIEMBRE_2025.pdf
2025-12-28,1296,BAJO,1273,7383,13950,148082,3,NO,0.3,norte,0.6,norte,0.4,norte,1.4,norte,1.2,noreste,0.6,norte,,,,,SARGAZO_1296_28_DICIEMBRE_2025.pdf
2025-12-29,1297,BAJO,1621,7806,14395,150638,3,NO,0.3,norte,0.6,norte,0.5,norte,1.3,noreste,1.1,noreste,0.7,norte,,,,,SARGAZO_1297_29_DICIEMBRE_2025.pdf
2025-12-30,1298,BAJO,1597,8118,14392,175170,4,NO,0.1,este,0.5,norte,0.5,norte,1.2,noreste,1.1,noreste,0.6,norte,,,,,SARGAZO_1298_30_DICIEMBRE_2025.pdf
2025-12-31,1299,BAJO,1861,8206,15525,184148,4,NO,0.2,suroeste,0.3,norte,0.1,noroeste,1.0,noreste,0.9,noreste,0.26,noroeste,,,,,SARGAZO_1299_31_DICIEMBRE_2025.pdf
