id,lon,lat,step
104,-82.25086212158203,14.534980773925781,488
105,-76.9456558227539,15.187430381774902,488
106,-80.45450592041016,18.616334915161133,488
107,-86.42756652832031,22.585588455200195,488
108,-79.4537124633789,18.46969985961914,488
109,-75.88028717041016,16.687637329101562,488
110,-89.55208587646484,20.889938354492188,488
111,-78.50450897216797,11.740799903869629,488
112,-86.41535949707031,19.333393096923828,488
113,-72.83882904052734,18.375272750854492,488
114,-80.37667083740234,15.969109535217285,488
115,-77.85456085205078,18.873905181884766,488
116,-80.00106048583984,22.356918334960938,488
117,-86.37836456298828,17.272144317626953,488
118,-86.12236785888672,19.254798889160156,488
119,-73.83499908447266,21.616098403930664,488
120,-81.81470489501953,18.56393051147461,488
121,-76.23387908935547,15.78258228302002,488
122,-78.82544708251953,14.301715850830078,488
123,-87.0951919555664,15.909116744995117,488
124,-74.5868148803711,17.626768112182617,488
125,-90.12097930908203,18.48707389831543,488
126,-82.29316711425781,16.748559951782227,488
127,-89.17211151123047,8.758308410644531,488
128,-83.5934829711914,19.741342544555664,488
129,-85.73980712890625,13.794670104980469,488
130,-92.86000061035156,16.000463485717773,488
131,-72.90913391113281,13.053271293640137,488
132,-88.49005889892578,18.000104904174805,488
133,-83.46715545654297,14.318628311157227,488
134,-89.23152160644531,8.998748779296875,488
135,-95.41326904296875,16.35591697692871,488
136,-84.64214324951172,20.76754379272461,488
137,-83.89769744873047,13.239909172058105,488
138,-82.37482452392578,19.436542510986328,488
139,-88.9377670288086,15.29769515991211,488
140,-87.70831298828125,15.432012557983398,488
141,-83.46715545654297,12.78671932220459,488
142,-99.06298065185547,20.149335861206055,488
143,-75.35226440429688,13.439117431640625,488
144,-84.89969635009766,17.936290740966797,488
145,-88.69987487792969,18.685514450073242,488
146,-88.56452941894531,13.09427261352539,488
147,-80.40042114257812,19.003047943115234,488
148,-95.89887237548828,16.769834518432617,488
149,-93.21246337890625,12.975970268249512,488
150,-97.58524322509766,11.802552223205566,488
151,-88.2889633178711,21.57754898071289,488
152,-79.22177124023438,19.118816375732422,304
153,-82.45172119140625,17.644346237182617,304
154,-74.18970489501953,16.016136169433594,304
155,-69.52626037597656,12.580382347106934,304
156,-73.99402618408203,15.616902351379395,304
157,-80.1015625,12.725883483886719,304
158,-76.0251693725586,16.263029098510742,304
159,-76.48809814453125,11.101865768432617,304
160,-78.53636169433594,15.403076171875,304
161,-75.77051544189453,12.981428146362305,304
162,-72.93817901611328,15.787662506103516,304
163,-76.00382995605469,14.330098152160645,304
164,-69.59471130371094,17.413198471069336,304
165,-78.9770736694336,8.827394485473633,304
166,-73.99098205566406,11.80090618133545,304
167,-75.13298797607422,13.127409934997559,304
168,-77.45478057861328,12.071508407592773,304
169,-78.82759094238281,13.82523250579834,304
170,-77.685302734375,14.542740821838379,304
171,-79.21109771728516,14.921618461608887,304
172,-83.01726531982422,13.371334075927734,304
173,-78.87340545654297,14.861377716064453,304
174,-80.09713745117188,14.69348430633545,304
175,-76.83068084716797,15.605331420898438,304
176,-82.87687683105469,11.701911926269531,304
177,-77.27247619628906,12.23371410369873,304
178,-77.49093627929688,11.910048484802246,304
179,-83.31169891357422,13.6721830368042,304
180,-78.15068054199219,14.116769790649414,304
