month,Mend_NSS_Mt,Mend_SSS_Mt,Mend_GSR_Mt,Mend_ACR_Mt,Mend_GASB_Mt,Mend_NWGoM_Mt,num_conglomerados,corriente_xcalak_nudos,corriente_mahahual_nudos,corriente_tulum_nudos,corriente_playa_carmen_nudos,corriente_puerto_morelos_nudos,corriente_cancun_nudos,SEMAR_CM_Mt,SEMAR_CC_Mt,SEMAR_CO_Mt,SEMAR_ACO_Mt,semaforo_mensual,conglomerado_cozumel,viento_norte_nudos,viento_sur_nudos,corriente_xcalak_dir,corriente_mahahual_dir,corriente_tulum_dir,corriente_playa_carmen_dir,corriente_puerto_morelos_dir,corriente_cancun_dir,viento_norte_dir,viento_sur_dir,aligned_CM,aligned_ACO,aligned_CO,fuente
2013-07,0.000164589742488705,0.000261440042184518,0.00115895529742562,0.000688336062885966,0.0244909691507501,0.0149907588665782,,,,,,,,,,,,,,,,,,,,,,,,0.0149907588665782,0.0244909691507501,0.000688336062885966,mendeley
2013-08,9.5037749163339e-05,3.36637180170101e-05,0.000340113798024795,0.000176584377984071,0.0378534755041903,0.0117317008447721,,,,,,,,,,,,,,,,,,,,,,,,0.0117317008447721,0.0378534755041903,0.000176584377984071,mendeley
2013-09,0.00073375251607937,1.42001744222853e-06,0.00105155558264195,0.000380645599576468,0.0336802699207647,0.00439317426489119,,,,,,,,,,,,,,,,,,,,,,,,0.00439317426489119,0.0336802699207647,0.000380645599576468,mendeley
2013-10,0.000573356707652707,1.38564358369759e-05,0.00208711585447302,0.00103593156788829,0.0213125455089688,0.0178960331299735,,,,,,,,,,,,,,,,,,,,,,,,0.0178960331299735,0.0213125455089688,0.00103593156788829,mendeley
2013-11,0.00606138994072245,0.000692788166644164,0.00699149744401534,0.00020700301358562,0.0307540794437167,0.0236719618114129,,,,,,,,,,,,,,,,,,,,,,,,0.0236719618114129,0.0307540794437167,0.00020700301358562,mendeley
2013-12,0.00818858254443329,0.00253814514039313,0.00178841567649423,0.000150865865690765,0.0121936512406342,0.00152230737005407,,,,,,,,,,,,,,,,,,,,,,,,0.00152230737005407,0.0121936512406342,0.000150865865690765,mendeley
2014-01,0.00925361271367218,0.00539401771178047,0.000704161421381457,0.000551146444158228,0.0201477730549218,0.0252140778457221,,,,,,,,,,,,,,,,,,,,,,,,0.0252140778457221,0.0201477730549218,0.000551146444158228,mendeley
2014-02,0.0155521624304027,0.0144677602897054,0.0059669533303414,0.00127037857391514,0.0150735380834823,0.088320894693166,,,,,,,,,,,,,,,,,,,,,,,,0.088320894693166,0.0150735380834823,0.00127037857391514,mendeley
2014-03,0.00342813285188747,0.007916917282029,0.00576820116367395,0.0011333366085426,0.449357221459469,0.251415417963669,,,,,,,,,,,,,,,,,,,,,,,,0.251415417963669,0.449357221459469,0.0011333366085426,mendeley
2014-04,0.00136547869758338,0.00213461186635083,0.0153784658928843,0.00128730117736182,0.93233958219649,0.603433147487216,,,,,,,,,,,,,,,,,,,,,,,,0.603433147487216,0.93233958219649,0.00128730117736182,mendeley
