lon,lat
-86.3436279296875,18.60208511352539
-87.83939361572266,22.228622436523438
-85.60295104980469,20.678518295288086
-83.74870300292969,19.739973068237305
-86.69050598144531,17.679861068725586
-88.15773010253906,15.885269165039062
-86.19892883300781,17.6513729095459
-85.91139221191406,19.575502395629883
-87.89828491210938,22.27318572998047
-87.395263671875,24.188011169433594
-85.30622863769531,16.556236267089844
-86.20588684082031,16.113279342651367
-86.88988494873047,19.30106544494629
-85.5854263305664,21.678014755249023
-86.80421447753906,19.63698959350586
-88.47299194335938,16.24951934814453
-85.21368408203125,18.691465377807617
-83.52114868164062,22.039487838745117
-86.79499816894531,22.237333297729492
-87.0776138305664,17.892730712890625
-90.9644546508789,20.98037338256836
-85.16326904296875,19.407785415649414
-84.08058166503906,17.931522369384766
-86.96610260009766,18.638099670410156
-84.37001037597656,20.54530906677246
-87.83906555175781,24.69808578491211
-87.61196899414062,16.6224308013916
-86.25940704345703,17.024913787841797
-84.63133239746094,19.906631469726562
-86.96871948242188,22.576623916625977
-87.17330932617188,23.195674896240234
-87.00015258789062,17.283300399780273
-86.03173065185547,16.67786979675293
-84.92514038085938,16.998146057128906
-91.231201171875,21.58244514465332
-85.5671615600586,20.210777282714844
-87.42351531982422,17.682525634765625
-84.694580078125,17.644384384155273
-86.92893981933594,23.204544067382812
-85.78482055664062,16.70273780822754
-91.31010437011719,19.959732055664062
-86.54850006103516,16.121707916259766
-87.3215560913086,22.524919509887695
-90.75389099121094,22.375883102416992
-84.37042236328125,19.61676788330078
-84.90892791748047,20.01213264465332
-88.35008239746094,15.92242431640625
-85.83712005615234,22.332181930541992
-86.35514068603516,19.450313568115234
-86.7947769165039,22.350006103515625
-86.60835266113281,18.353227615356445
-85.61841583251953,18.571792602539062
-87.53910064697266,17.11102867126465
-84.92376708984375,16.750890731811523
-88.4097671508789,15.899128913879395
-90.75249481201172,21.530641555786133
-85.70967864990234,18.162200927734375
-87.71492004394531,22.331214904785156
-86.69100952148438,22.596647262573242
-86.92105102539062,15.91954517364502
-91.42748260498047,19.84638786315918
-83.36972045898438,22.110292434692383
-84.9272232055664,18.905916213989258
-87.64674377441406,16.418804168701172
-84.87799072265625,17.894426345825195
-83.98895263671875,17.45774269104004
-89.97933959960938,22.432947158813477
-85.48832702636719,16.62126350402832
-86.0092544555664,17.320329666137695
-90.83655548095703,21.14339828491211
-87.03150939941406,18.42857551574707
-84.53407287597656,20.062440872192383
-83.35492706298828,20.974323272705078
-87.91305541992188,22.060447692871094
-84.67036437988281,16.298587799072266
-87.76998138427734,22.941055297851562
-85.32649230957031,22.11974334716797
-85.84693145751953,22.05771255493164
-85.5555648803711,18.7578125
-85.55703735351562,17.070383071899414
-86.01429748535156,20.951997756958008
-85.98152923583984,21.518301010131836
-84.02320861816406,20.93428611755371
-86.35779571533203,18.555410385131836
-85.00498962402344,22.316856384277344
-87.32263946533203,18.197811126708984
-85.70662689208984,18.49115753173828
-84.3927001953125,16.19670295715332
-87.38276672363281,16.767005920410156
-85.14933776855469,21.156614303588867
-83.77303314208984,21.69500160217285
-85.32662963867188,19.759851455688477
-83.98690032958984,21.13714027404785
-90.78768157958984,22.658437728881836
-88.8786849975586,22.313817977905273
-87.08808135986328,23.018869400024414
-85.4437026977539,19.0340518951416
-91.44769287109375,19.56630516052246
-86.64012908935547,15.866867065429688
-85.05210876464844,18.65093994140625
-87.70506286621094,23.169187545776367
-86.3895263671875,17.740514755249023
-86.40010833740234,19.797086715698242
-86.67124938964844,18.911609649658203
-91.1992416381836,19.645227432250977
-85.933349609375,18.913759231567383
-91.06524658203125,20.75174903869629
-86.75749206542969,17.387723922729492
-83.99407196044922,16.18477439880371
-85.59042358398438,16.734424591064453
-87.26468658447266,18.23087501525879
-85.68146514892578,20.794200897216797
-86.906005859375,17.667543411254883
-85.53559875488281,16.512876510620117
-87.10247802734375,16.009443283081055
-88.94119262695312,21.80232048034668
-85.00409698486328,21.708681106567383
-89.04106140136719,21.755048751831055
-83.91051483154297,21.842239379882812
-83.97024536132812,17.31659698486328
-85.10707092285156,18.57701301574707
-84.74005889892578,17.977907180786133
-87.7214126586914,16.319917678833008
