month,biomasa_mt,log_biomasa,fuente,mes,anio,month_sin,month_cos,log_seasonal_mean,log_seasonal_std,z_score,log_biomasa_lag1,log_biomasa_lag2,log_biomasa_lag3,delta_log,post_2011
2013-12,0.0121936512406342,-4.406839770794917,mendeley,12,2013,-2.4492935982947064e-16,1.0,-2.1774120159275543,2.382233374955818,-0.9358561500754353,-3.481732596176485,-3.848459341701777,-3.390843045674666,-0.9251071746184323,1
2014-01,0.0201477730549218,-3.9046614654299376,mendeley,1,2014,0.49999999999999994,0.8660254037844387,-2.3972465235340255,3.0489117629675784,-0.49441081247582885,-4.406839770794917,-3.481732596176485,-3.848459341701777,0.5021783053649798,1
2014-02,0.0150735380834823,-4.194814450950042,mendeley,2,2014,0.8660254037844386,0.5000000000000001,-2.1965283036696674,2.827906015254989,-0.7066310324673896,-3.9046614654299376,-4.406839770794917,-3.481732596176485,-0.29015298552010416,1
2014-03,0.449357221459469,-0.7999371118802563,mendeley,3,2014,1.0,6.123233995736766e-17,-1.8917288103506313,2.6235890644746105,0.416144324297606,-4.194814450950042,-3.9046614654299376,-4.406839770794917,3.3948773390697857,1
2014-04,0.93233958219649,-0.07005817100651843,mendeley,4,2014,0.8660254037844387,-0.4999999999999998,-1.7304673817582232,2.799039638942793,0.5932067512194458,-0.7999371118802563,-4.194814450950042,-3.9046614654299376,0.7298789408737378,1
2014-05,2.39832594730634,0.8747709724335438,mendeley,5,2014,0.49999999999999994,-0.8660254037844387,-1.2776179839026194,2.7397461704542265,0.7856161930429182,-0.07005817100651843,-0.7999371118802563,-4.194814450950042,0.9448291434400623,1
2014-06,2.99379432807875,1.0965415892753958,mendeley,6,2014,1.2246467991473532e-16,-1.0,-1.3893075586296593,3.2073486432381504,0.7750479989588327,0.8747709724335438,-0.07005817100651843,-0.7999371118802563,0.22177061684185195,1
2014-07,2.79899983610611,1.0292621523361407,mendeley,7,2014,-0.4999999999999997,-0.8660254037844388,-1.1969100651285831,2.820597258762793,0.7892556126361677,1.0965415892753958,0.8747709724335438,-0.07005817100651843,-0.06727943693925509,1
2014-08,2.85236792828949,1.0481495016960602,mendeley,8,2014,-0.8660254037844384,-0.5000000000000004,-1.077502327774256,2.3729287983395606,0.8957925037437807,1.0292621523361407,1.0965415892753958,0.8747709724335438,0.018887349359919536,1
2014-09,2.89482037546253,1.0629230629730855,mendeley,9,2014,-1.0,-1.8369701987210297e-16,-1.1964691620374177,2.199919635554165,1.0270339827397181,1.0481495016960602,1.0292621523361407,1.0965415892753958,0.014773561277025227,1
2014-10,2.05978762825295,0.7226028848914275,mendeley,10,2014,-0.8660254037844386,0.5000000000000001,-1.5136344869673162,1.7720931200156225,1.2619186579986437,1.0629230629730855,1.0481495016960602,1.0292621523361407,-0.34032017808165793,1
2014-11,0.874139624337899,-0.13451516169478664,mendeley,11,2014,-0.5000000000000004,0.8660254037844384,-1.9127366597082123,1.6510235720841067,1.077041859413767,0.7226028848914275,1.0629230629730855,1.0481495016960602,-0.8571180465862142,1
2014-12,1.15898093537107,0.14754111587986304,mendeley,12,2014,-2.4492935982947064e-16,1.0,-2.1774120159275543,2.382233374955818,0.9759552343819113,-0.13451516169478664,0.7226028848914275,1.0629230629730855,0.2820562775746497,1
2015-01,1.22098300254589,0.19965627492184596,mendeley,1,2015,0.49999999999999994,0.8660254037844387,-2.3972465235340255,3.0489117629675784,0.8517474431363156,0.14754111587986304,-0.13451516169478664,0.7226028848914275,0.05211515904198291,1
2015-02,1.87512927940315,0.62867760659381,mendeley,2,2015,0.8660254037844386,0.5000000000000001,-2.1965283036696674,2.827906015254989,0.9990451928115907,0.19965627492184596,0.14754111587986304,-0.13451516169478664,0.42902133167196405,1
2015-03,2.83105577516177,1.0406497078649544,mendeley,3,2015,1.0,6.123233995736766e-17,-1.8917288103506313,2.6235890644746105,1.1176973398472418,0.62867760659381,0.19965627492184596,0.14754111587986304,0.41197210127114436,1
2015-04,3.01359006590969,1.1031320813024237,mendeley,4,2015,0.8660254037844387,-0.4999999999999998,-1.7304673817582232,2.799039638942793,1.012347029187092,1.0406497078649544,0.62867760659381,0.19965627492184596,0.06248237343746932,1
2015-05,4.96908762124866,1.603236246243873,mendeley,5,2015,0.49999999999999994,-0.8660254037844387,-1.2776179839026194,2.7397461704542265,1.0515040631186907,1.1031320813024237,1.0406497078649544,0.62867760659381,0.5001041649414493,1
2015-06,6.07758131256634,1.8046068065618854,mendeley,6,2015,1.2246467991473532e-16,-1.0,-1.3893075586296593,3.2073486432381504,0.9958114070090484,1.603236246243873,1.1031320813024237,1.0406497078649544,0.20137056031801248,1
2015-07,7.79090315595276,2.052956791153736,mendeley,7,2015,-0.4999999999999997,-0.8660254037844388,-1.1969100651285831,2.820597258762793,1.1521910284021963,1.8046068065618854,1.603236246243873,1.1031320813024237,0.24834998459185043,1
2015-08,6.18457119514209,1.8220576737954606,mendeley,8,2015,-0.8660254037844384,-0.5000000000000004,-1.077502327774256,2.3729287983395606,1.2219329984105136,2.052956791153736,1.8046068065618854,1.603236246243873,-0.23089911735827529,1
2015-09,4.06827451449604,1.403218957594886,mendeley,9,2015,-1.0,-1.8369701987210297e-16,-1.1964691620374177,2.199919635554165,1.1817195853963258,1.8220576737954606,2.052956791153736,1.8046068065618854,-0.41883871620057467,1
2015-10,1.94962515323213,0.6676371254984627,mendeley,10,2015,-0.8660254037844386,0.5000000000000001,-1.5136344869673162,1.7720931200156225,1.230901236412762,1.403218957594886,1.8220576737954606,2.052956791153736,-0.7355818320964232,1
2015-11,0.911214126652687,-0.09297736252172026,mendeley,11,2015,-0.5000000000000004,0.8660254037844384,-1.9127366597082123,1.6510235720841067,1.1022006759657514,0.6676371254984627,1.403218957594886,1.8220576737954606,-0.7606144880201829,1
2015-12,0.673093540720671,-0.3958709668403951,mendeley,12,2015,-2.4492935982947064e-16,1.0,-2.1774120159275543,2.382233374955818,0.7478448869939959,-0.09297736252172026,0.6676371254984627,1.403218957594886,-0.30289360431867485,1
2016-01,0.658587849019289,-0.4176573574042597,mendeley,1,2016,0.49999999999999994,0.8660254037844387,-2.3972465235340255,3.0489117629675784,0.6492772897445167,-0.3958709668403951,-0.09297736252172026,0.6676371254984627,-0.02178639056386461,1
2016-02,0.105873931291149,-2.2455062106780153,mendeley,2,2016,0.8660254037844386,0.5000000000000001,-2.1965283036696674,2.827906015254989,-0.017319496031388274,-0.4176573574042597,-0.3958709668403951,-0.09297736252172026,-1.8278488532737556,1
2016-03,0.167133470063251,-1.7889625578542891,mendeley,3,2016,1.0,6.123233995736766e-17,-1.8917288103506313,2.6235890644746105,0.03917010247064807,-2.2455062106780153,-0.4176573574042597,-0.3958709668403951,0.4565436528237261,1
2016-04,0.272734335820501,-1.299257082790533,mendeley,4,2016,0.8660254037844387,-0.4999999999999998,-1.7304673817582232,2.799039638942793,0.15405651744559068,-1.7889625578542891,-2.2455062106780153,-0.4176573574042597,0.48970547506375617,1
2016-05,0.392439094370718,-0.9353739248299615,mendeley,5,2016,0.49999999999999994,-0.8660254037844387,-1.2776179839026194,2.7397461704542265,0.12491816313622832,-1.299257082790533,-1.7889625578542891,-2.2455062106780153,0.36388315796057147,1
2016-06,1.03864495217985,0.03791693396768835,mendeley,6,2016,1.2246467991473532e-16,-1.0,-1.3893075586296593,3.2073486432381504,0.44498576592422356,-0.9353739248299615,-1.299257082790533,-1.7889625578542891,0.9732908587976499,1
2016-07,1.33679380429773,0.29027406430995134,mendeley,7,2016,-0.4999999999999997,-0.8660254037844388,-1.1969100651285831,2.820597258762793,0.5272585885199584,0.03791693396768835,-0.9353739248299615,-1.299257082790533,0.252357130342263,1
2016-08,1.02474997213809,0.024448654189174655,mendeley,8,2016,-0.8660254037844384,-0.5000000000000004,-1.077502327774256,2.3729287983395606,0.4643843434048727,0.29027406430995134,0.03791693396768835,-0.9353739248299615,-0.2658254101207767,1
2016-09,1.26997415298681,0.2389965490719235,mendeley,9,2016,-1.0,-1.8369701987210297e-16,-1.1964691620374177,2.199919635554165,0.6525082498060181,0.024448654189174655,0.29027406430995134,0.03791693396768835,0.21454789488274884,1
2016-10,0.987400923464773,-0.012679116896142779,mendeley,10,2016,-0.8660254037844386,0.5000000000000001,-1.5136344869673162,1.7720931200156225,0.8469957662596992,0.2389965490719235,0.024448654189174655,0.29027406430995134,-0.2516756659680663,1
2016-11,0.220683991829361,-1.511023497441965,mendeley,11,2016,-0.5000000000000004,0.8660254037844384,-1.9127366597082123,1.6510235720841067,0.24331158504245945,-0.012679116896142779,0.2389965490719235,0.024448654189174655,-1.498344380545822,1
2016-12,0.265160198433552,-1.327421109483901,mendeley,12,2016,-2.4492935982947064e-16,1.0,-2.1774120159275543,2.382233374955818,0.35680421380185623,-1.511023497441965,-0.012679116896142779,0.2389965490719235,0.18360238795806394,1
2017-01,0.884795583759338,-0.12239863832672304,mendeley,1,2017,0.49999999999999994,0.8660254037844387,-2.3972465235340255,3.0489117629675784,0.7461179798109798,-1.327421109483901,-1.511023497441965,-0.012679116896142779,1.205022471157178,1
2017-02,0.853163186750207,-0.15880443941256503,mendeley,2,2017,0.8660254037844386,0.5000000000000001,-2.1965283036696674,2.827906015254989,0.7205769404162335,-0.12239863832672304,-1.327421109483901,-1.511023497441965,-0.03640580108584199,1
2017-03,0.880468774809077,-0.12730081356100448,mendeley,3,2017,1.0,6.123233995736766e-17,-1.8917288103506313,2.6235890644746105,0.6725245278238587,-0.15880443941256503,-0.12239863832672304,-1.327421109483901,0.03150362585156055,1
2017-04,1.72349487251324,0.5443541325074872,mendeley,4,2017,0.8660254037844387,-0.4999999999999998,-1.7304673817582232,2.799039638942793,0.8127150050382703,-0.12730081356100448,-0.15880443941256503,-0.12239863832672304,0.6716549460684917,1
2017-05,2.19205626605407,0.7848400380328107,mendeley,5,2017,0.49999999999999994,-0.8660254037844387,-1.2776179839026194,2.7397461704542265,0.7527916433198233,0.5443541325074872,-0.12730081356100448,-0.15880443941256503,0.24048590552532345,1
2017-06,4.6488695463088,1.536624081938065,mendeley,6,2017,1.2246467991473532e-16,-1.0,-1.3893075586296593,3.2073486432381504,0.9122586803078863,0.7848400380328107,0.5443541325074872,-0.12730081356100448,0.7517840439052543,1
2017-07,4.1203888478501,1.4159475396967078,mendeley,7,2017,-0.4999999999999997,-0.8660254037844388,-1.1969100651285831,2.820597258762793,0.9263490548705193,1.536624081938065,0.7848400380328107,0.5443541325074872,-0.12067654224135715,1
2017-08,3.47519298089113,1.2456500118319398,mendeley,8,2017,-0.8660254037844384,-0.5000000000000004,-1.077502327774256,2.3729287983395606,0.9790231975067286,1.4159475396967078,1.536624081938065,0.7848400380328107,-0.17029752786476804,1
2017-09,3.38425128402107,1.2191326957899937,mendeley,9,2017,-1.0,-1.8369701987210297e-16,-1.1964691620374177,2.199919635554165,1.0980409551273975,1.2456500118319398,1.4159475396967078,1.536624081938065,-0.02651731604194607,1
2017-10,1.11539735575305,0.10921071519558473,mendeley,10,2017,-0.8660254037844386,0.5000000000000001,-1.5136344869673162,1.7720931200156225,0.9157787386187664,1.2191326957899937,1.2456500118319398,1.4159475396967078,-1.109921980594409,1
2017-11,1.17292520739281,0.15950080667757574,mendeley,11,2017,-0.5000000000000004,0.8660254037844384,-1.9127366597082123,1.6510235720841067,1.2551228834183017,0.10921071519558473,1.2191326957899937,1.2456500118319398,0.05029009148199101,1
2017-12,2.32659975486938,0.8444078694703164,mendeley,12,2017,-2.4492935982947064e-16,1.0,-2.1774120159275543,2.382233374955818,1.2684818864373077,0.15950080667757574,0.10921071519558473,1.2191326957899937,0.6849070627927407,1
2018-01,5.17400407622149,1.6436468717846884,mendeley,1,2018,0.49999999999999994,0.8660254037844387,-2.3972465235340255,3.0489117629675784,1.3253559661515477,0.8444078694703164,0.15950080667757574,0.10921071519558473,0.799239002314372,1
2018-02,9.38331405488602,2.2389330114805968,mendeley,2,2018,0.8660254037844386,0.5000000000000001,-2.1965283036696674,2.827906015254989,1.5684613601807853,1.6436468717846884,0.8444078694703164,0.15950080667757574,0.5952861396959084,1
2018-03,8.32894189319484,2.119736424604561,mendeley,3,2018,1.0,6.123233995736766e-17,-1.8917288103506313,2.6235890644746105,1.5289990682128844,2.2389330114805968,1.6436468717846884,0.8444078694703164,-0.11919658687603585,1
2018-04,9.00480499379021,2.1977583231785847,mendeley,4,2018,0.8660254037844387,-0.4999999999999998,-1.7304673817582232,2.799039638942793,1.4034191049972098,2.119736424604561,2.2389330114805968,1.6436468717846884,0.07802189857402375,1
2018-05,10.9207281509854,2.3906626486784512,mendeley,5,2018,0.49999999999999994,-0.8660254037844387,-1.2776179839026194,2.7397461704542265,1.3389125869178242,2.1977583231785847,2.119736424604561,2.2389330114805968,0.19290432549986658,1
2018-06,14.086860025949,2.645242449900913,mendeley,6,2018,1.2246467991473532e-16,-1.0,-1.3893075586296593,3.2073486432381504,1.2579081532144496,2.3906626486784512,2.1977583231785847,2.119736424604561,0.2545798012224618,1
2018-07,10.7423569167192,2.374194517306186,mendeley,7,2018,-0.4999999999999997,-0.8660254037844388,-1.1969100651285831,2.820597258762793,1.2660809944916323,2.645242449900913,2.3906626486784512,2.1977583231785847,-0.27104793259472704,1
2018-08,5.92503110591956,1.779185937120419,mendeley,8,2018,-0.8660254037844384,-0.5000000000000004,-1.077502327774256,2.3729287983395606,1.203865984893277,2.374194517306186,2.645242449900913,2.3906626486784512,-0.595008580185767,1
2018-09,3.8367038329184,1.3446136213997497,mendeley,9,2018,-1.0,-1.8369701987210297e-16,-1.1964691620374177,2.199919635554165,1.1550798230850206,1.779185937120419,2.374194517306186,2.645242449900913,-0.43457231572066934,1
2018-10,2.26745911879291,0.8186598740873733,mendeley,10,2018,-0.8660254037844386,0.5000000000000001,-1.5136344869673162,1.7720931200156225,1.316124042642933,1.3446136213997497,1.779185937120419,2.374194517306186,-0.5259537473123764,1
2018-11,2.25223122739697,0.8119213819145994,mendeley,11,2018,-0.5000000000000004,0.8660254037844384,-1.9127366597082123,1.6510235720841067,1.650284155654691,0.8186598740873733,1.3446136213997497,1.779185937120419,-0.006738492172773891,1
2018-12,3.96336982053519,1.377094628435059,mendeley,12,2018,-2.4492935982947064e-16,1.0,-2.1774120159275543,2.382233374955818,1.4920900201175866,0.8119213819145994,0.8186598740873733,1.3446136213997497,0.5651732465204595,1
2019-01,4.41018088338086,1.483915705483994,mendeley,1,2019,0.49999999999999994,0.8660254037844387,-2.3972465235340255,3.0489117629675784,1.2729663994081586,1.377094628435059,0.8119213819145994,0.8186598740873733,0.10682107704893506,1
2019-02,2.89390655875893,1.0626073401133758,mendeley,2,2019,0.8660254037844386,0.5000000000000001,-2.1965283036696674,2.827906015254989,1.1524907921981173,1.483915705483994,1.377094628435059,0.8119213819145994,-0.4213083653706182,1
2019-03,2.4355531114918,0.890173881660346,mendeley,3,2019,1.0,6.123233995736766e-17,-1.8917288103506313,2.6235890644746105,1.0603423873349884,1.0626073401133758,1.483915705483994,1.377094628435059,-0.17243345845302982,1
